str_no_string|NO STRING!
str_npc2_fief_acceptance|Um feudo como {s17}? Bom, a verdade é que eu sempre pensei em termos próprios das compra e vendas, não em termos de governar algo. Mas agora que diz, creio que poderia tirar desse lugar algumas receitas. Dou-lhe os agradecimentos, {milorde/milady}, é uma grande gratificação.
str_npc3_fief_acceptance|{Milorde/Milady}, é muito generoso da sua parte oferecer-me {s17}. Estaria certamente me congratula enormemente aceitar tão magna oferta, e dedicar minha vida à elevação moral e material de seus habitantes.
str_npc4_fief_acceptance|Você é muito gentil ao me conceder {s17} como feudo, e muito justo também. Merecido orgulho pode sentir o rei que tem a todo um Barão da Casa de Rolf como seu vassalo.
str_npc5_fief_acceptance|Bahadur, alegra-me profundamente tomar cargo de {s17}. Enviarei mensageiros às colinas, a meus parentes, para fazê-los saber que há honrado ouro a ganhar combatendo ao meu comando em seus exércitos. Eles virão em massa para lutar por você!
str_npc6_fief_acceptance|{Milorde/Milady}, fico surpreso que me ache digno de governar alguém, pois ainda estou aprendendo... a governar a mim mesmo. Mas se realmente assim deseja, me sentirei muito honrado de administrar {s17} em seu nome. Juro que dedicarei minha vida e minha espada para proteger seus súditos nessas terras.
str_npc7_fief_acceptance|Sim, assumirei o comando sobre {s17} e lhe darei uma reputação que esfrie de medo os corações de todo ladrão ou bandido que povoe Perisno. Agradeço-lhe, {milorde/milady}, por me conceder esta oportunidade.
str_npc8_fief_acceptance|Quer que eu seja um thegn? Bom, suponho que posso adiar a reclamação de minha herança durante um pouco mais de tempo, e construir minha grande sala em {s17}. Algum dia, terei que cruzar os mares do norte para recuperar o que me pertence por legítimo direito, mas, enquanto isso, ficarei encantada de recrutar uma boa tropa de guerreiros nórdicos para que lutem sob o seu estandarte.
str_npc9_fief_acceptance|{Milorde/Milady}, fui privado da minha legítima herança, mas agora que me oferece este patrimônio, você contribui para que se mantenha a justa ordem das coisas. Será para mim uma grande honra servi-l{o/a} e combater por você, possuindo estas terras como feudo.
str_npc10_fief_acceptance|Você me faria nobre? Bom, não me entusiasma muito, mas... se pudesse chamar-me de "tribuno", que eram os servos do povo na antiguidade, então creio que me atreveria a governar {s17} para você. Eu me encargarei de dar alimento aos famintos, e de levantar uma poderosa força de infantaria rhodok para que lute em seu nome, {irmão/irmã}. Contudo, suponho que os autênticos sangue-azuis não desfrutarão de ter que misturar-se comigo em seus conselhos.
str_npc11_fief_acceptance|Ai! Você quer conceder à velha Katrin a condição de nobre? Bom, espero que não tenha enlouquecido, certo? Que estranho, as voltas que a vida dá... Mas este velho saco de ossos se tornará um grande nobre do reino então.
str_npc12_fief_acceptance|Bom, {milorde/milady}, você sabe que não me parece correto a apropriação de terras como feudo ao serviço do rei. Os lavradores e os proprietários das terras deveriam dirigir seus próprios assuntos, sob a distante supervisão do soberano. Dito isto, Perisno já viu muito derramamento de sangue para que eu pretenda mudar sua ordem social agora mesmo. Dê-me essa terra e tratarei de prepará-la para um futuro melhor, se não nesta geração, talvez na próxima.
str_npc13_fief_acceptance|Que generoso da sua parte, {milorde/milady}. Permita-me expressar minha máxima gratidão pela sábia decisão que tomou escolhendo-me. Na verdade, sua perspicácia supera inclusive a do rei Laminur, que podia conhecer a personalidade de qualquer homem só de observar um fio do seu cabelo. É mais, seu bom juízo ultrapassa a do Imperador Akembra, a quem até os gênios subordinavam suas disputas. Em suma... aceito.
str_npc14_fief_acceptance|Você me concede uma grande honra, comandante. Em Geroia, um filho mais novo como eu tem poucas chances de chegar a governar um feudo próprio. Mas aqui em Perisno, ainda é possível que um homem ganhe com a espada o que lhes foi negado por nascimento! Governarei {s17} como seu vassalo e levantarei um exército para lutar por sua glória e a minha.
str_npc15_fief_acceptance|Bem, {milorde/milady}, este é um ato misericordioso, e lhe aponta como o tipo de monarca que pode salvar esta terra da incompetência dos demais. Imagino que muitos dos nobres lordes da região pensarão que um plebeu como eu não serve para administrar um feudo. Bom, quando verem o que eu fizer com ele, e os rendimentos que puder alcançar, mudarão de opinião!
str_npc16_fief_acceptance|Oh, é muito generoso da sua parte, {milorde/milady}. Estive dentro e fora de muitos grandes salões e mansões, nem sempre com a permissão do dono, devo dizer, mas nunca pensei que teria uma própria. Deixe-me pensar... Quando arrecadar minhas primeiras rendas anuais, o que poderia comprar?
str_npc17_fief_acceptance|Seria uma honra servi-l{o/a} governando {s17} para você, {senhor/minha senhora}.
str_npc18_fief_acceptance|Seria uma honra servi-l{o/a} governando {s17} para você, {senhor/minha senhora}.
str_npc19_fief_acceptance|Seria uma honra servi-l{o/a} governando {s17} para você, {senhor/milady}.
str_npc3_woman_to_woman|Milady, se me permite o atrevimento, creio que já demonstrou estar entre os maiores guerreiros deste reino. No entanto, curiosamente, nenhum rei se dignou em oferecer-lhe um feudo. Talvez porque seja mulher. Mas não se preocupe, creio sinceramente que ocupará seu legítimo lugar na alta nobreza deste reino, mesmo que necessite do dobro de tempo e de esforço para lutar por seu direito!
str_npc7_woman_to_woman|Capitã. Se me permite o atrevimento, você lutou por muito tempo contra a pior escória de toda Perisno, e com sua derrota, fez destas terras um lugar melhor. Está claro que você merece ter um feudo próprio, e suspeito que, se não fosse uma mulher, algum rei já haveria lhe oferecido um a estas alturas. Assim são os homens nesta triste parte do mundo, eles nos põem na frente de batalha para receber as primeiras flechas inimigas, mas quando chega o momento de repartir a vitória, esperam que inclinemos a cabeça sem mais nem menos.
str_npc8_woman_to_woman|Desculpe, {playername}. Gostaria de parabenizá-la, pois parece que está lavrando uma grande reputação como poderosa combatente, e por seus próprios meios. Se fosse um homem, imagino que os reis destas terras lutariam entre si apenas pelo motivo de tornar-lhe sua vassala. Infelizmente, neste mundo, mulheres como nós temos que combater o dobro para receber o que simplesmente deveria nos pertencer por direito.
str_npc11_woman_to_woman|Ai, mocinha, não posso deixar de pensar em algo sobre você... e é que soube forjar um nome por si mesma, correto? Combatendo e marchando de um lado para outro.... Porque suspeito que se fosse homem, algum rei já haveria lhe oferecido um feudo como propriedade. Bom, você poderá conseguir o que merece, só tem que seguir pondo-se a prova um pouco mais.
str_npc16_woman_to_woman|{Meu capitão/Minha capitã}, se me permite o atrevimento... já lhe forjei uma reputação excelente por todos os lados. Imagino que se fosse um homem, algum rei certamente já teria lhe oferecido um feudo. Mas nós, damas, já deveríamos estar preparadas para algo desse tipo. Os homens sempre encontrarão qualquer desculpa para não recompensar nossos esforços, então se temos o capricho de possuir uma porção de terra em algum lugar, talvez devêssemos simplesmente alongar as mãos e agarrá-la. Assim é como eu vejo, pelo menos.
str_comment_intro_liege_affiliated|Sei que jurou lealdade a um dos governantes que disputam comigo o direito à coroa de Perisno. Mas ainda podemos falar.
str_comment_intro_famous_liege|Sua reputação {o/a} precede! Talvez seja hora de você buscar um senhor que seja digno do seu valor
str_comment_intro_famous_martial|Sua fama {o/a} precede! Talvez possamos medir nosso valor em um torneio ou no campo de batalha!
str_comment_intro_famous_badtempered|Ouvi falar de você, embora advirto que não sou muito dado à charlatania. Então se tem algo a dizer, diga.
str_comment_intro_famous_pitiless|Conheço o seu nome. Inspira medo nos corações das pessoas. Isso é bom. Talvez devamos conversar em algum momento.
str_comment_intro_famous_cunning|Ah, sim. Enfim nos conhecemos. Você parece ser {um bom homem/uma boa mulher}. Não percamos o contato.
str_comment_intro_famous_sadistic|Conheço o seu nome e, pelo que dizem, aposto que muitas viúvas desoladas também o conhecem. Mas isso não é problema meu.
str_comment_intro_famous_goodnatured|Ouvi falar de você! Enfim {o/a} conheci em pessoa.
str_comment_intro_famous_upstanding|Conheço o seu nome. Dizem que você é {um valoroso guerreiro/uma valorosa guerreira}. Espero que sua honra e piedade sejam tão grandes quanto o seu valor.
str_comment_intro_noble_liege|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Saiba que sempre estou em busca de homens que lutem por mim, uma vez que tenham ganho minha confiança, claro.
str_comment_intro_noble_martial|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Talvez algum dia provemos nosso valor em um torneio ou no campo de batalha!
str_comment_intro_noble_badtempered|Não reconheço seu estandarte. Sem dúvida é {outro forasteiro/outra forasteira} que chega a nossas terras, como se já não tivéssemos suficientes.
str_comment_intro_noble_pitiless|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Sem dúvida outro abutre que chega para engordar com os despojos das guerras!
str_comment_intro_noble_cunning|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. De qualquer forma, sempre é bom conhecer {homens/mulheres} que algum dia podem chegar a ser grandes {guerreiros/guerreiras}.
str_comment_intro_noble_sadistic|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Talvez você seja {o filho bastardo/a filha bastarda} de um ladrão de gado com dinheiro, certo? Ou talvez o tenha roubado...
str_comment_intro_noble_goodnatured|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Perdoe minha ignorância, {senhor/senhora}! É um prazer conhecê-l{o/a}.
str_comment_intro_noble_upstanding|Vejo que porta o estandarte de uma casa nobre, mas não o reconheço. Sem dúvida chegou a Perisno em busca de tesouros e glória. Se este é o caso, então só peço que tenha piedade das pobres almas que encontrar apanhadas pela guerra.
str_comment_intro_common_liege|Pode ser que seja plebeu de sangue, mas isso não me importa na hora de recrutar homens. Se é que podem provar que merecem minha confiança...
str_comment_intro_common_martial|Talvez não seja nobre, mas se demonstrar ser {um homem/uma mulher} de valor, ficarei encantado de medir minha força frente à sua em um torneio ou no campo de batalha.
str_comment_intro_common_badtempered|Fale rápido, se é que tem algo a dizer. Não tenho tempo de tagarelar com soldados comuns que buscam fortuna.
str_comment_intro_common_pitiless|Você parece ser {um mercenário/uma mercenária}, outro abutre que chega para engordar da miséria desta terra.
str_comment_intro_common_cunning|Bom... não ouvi nada sobre você, mas você tem aspecto de alguém que poderia chegar longe algum dia.
str_comment_intro_common_sadistic|Normalmente corto o pescoço dos plebeus insolentes que se plantam em minha presença sem serem convidados, mas hoje estou de bom humor.
str_comment_intro_common_goodnatured|Bom, você parece uma pessoa decente.
str_comment_intro_common_upstanding|Que a paz esteja com você, e lembre-se que sempre deve temperar seu valor com misericórdia e sua coragem com honra.
str_comment_intro_female_famous_liege|Ouvi uma longa conversa sobre você. Alguns homens podem temer a uma mulher experiente na arte da guerra, mas do que me diz respeito, não rejeitarei as mãos de uma dama só porque podem sustentar uma espada... contanto que sua dona seja valente e leal.
str_comment_intro_female_famous_martial|Ouvi falar muito sobre você. Dizem que você pode medir-se de igual para igual contra os mais valentes guerreiros quanto a destreza com as armas. Talvez algum dia eu prove meu valor contra o seu, em um torneio ou no campo de batalha!
