dlga_start:close_window.1|{s3}
dlga_ag_taskgiver_quest:ag_quest_elf|Actually, yes. A while ago, a mysterious stranger approached me, telling me to look out for any adventurer who was up for a hard task, and giving me a chest of gold as a reward for the one who would complete it. Might you be up for it?{***}
dlga_ag_quest_elf:ag_quest_elf1|I don't see why not.{***}
dlga_ag_quest_elf1:ag_quest_elf2|It's about getting rid of someone...a woman.{***}
dlga_ag_quest_elf2:ag_quest_elf3|How is this difficult? You could hire some of Ral D'Aiun's assassins.{***}
dlga_ag_quest_elf3:ag_quest_elf4|They already made five attempts but haven't been successfull. The name of that woman is Nadriela Zwiebel - a Naphali.{***}
dlga_ag_quest_elf4:ag_quest_elf5|Umm... am I supposed to know that name?{***}
dlga_ag_quest_elf5:ag_quest_elf6|It might ring a bell. Nadriela was the leader of a contingent of rangers back in the War of the Woods. She is very famous - a legend among the Naphali and Tolranians. I was told that she killed the son of the Tolranian spymaster in a skirmish, which made him hate her.{***}
dlga_ag_quest_elf6:ag_quest_elf7|So you want me to get rid of her?{***}
dlga_ag_quest_elf7:ag_quest_elf8|Yes. However, the Tolranian Spymaster is also hunting her, so you must be careful. I had specific instructions that the Spymaster must not be the one to kill her. I do not know why this is, but the person made it seem vital.{***}
dlga_ag_quest_elf8:ag_quest_elf9|Okay. Do you know where Nadriela is right now?{***}
dlga_ag_quest_elf9:close_window|The person told me that she would be near Elsinore. Good luck, adventurer.{***}
dlga_ag_quest_elf:close_window|No thanks.{***}
dlga_ag_taskgiver_quest:close_window|There are no more quests available for you right now. Come back to me later.{***}
dlga_ag_taskgiver_talk:ag_taskgiver_ask|Who are adventurer's guild again?{***}
dlga_ag_taskgiver_ask:ag_taskgiver_ask_finish|I am glad you asked! We are a group of men and women dedicated to getting beginning adventurers started on their journeys to become famous. We give out tasks, quests, and jobs of all sorts to people who want it and if those in need request a favor we will try to send an Adventurer to help them. Of course, we require payment from the ones who request help from us.{***}
dlga_ag_taskgiver_ask_finish:ag_taskgiver_talk|Ah, yes. Thanks for clearing that up for me.{***}
dlga_ag_taskgiver_talk:ag_taskgiver_talk|Never mind.{***}
dlga_start:ulthidir_hello|Greetings, {playername}.{***}
dlga_ulthidir_hello:ulthidir_info_0|Can you tell me a bit about yourself?{***}
dlga_ulthidir_hello:close_window|I need to be going now. Farewell.{***}
dlga_start:ulthidir_failed|I have not managed to defeat Kalrind. I am sorry.{***}
dlga_ulthidir_failed:close_window|Oh well. I guess I will need someone else to do it, then. I am glad that you were not killed - Kalrind is tough! Good luck, {playername}.{***}
dlga_start:victory1.1|I have defeated Kalrind!{***}
dlga_victory1:close_window.1|Congratulations, {playername}. You have done the kingdom of Elintor - and me a huge favor! Here is your reward.{***}
dlga_start:i_am_ulthidir_0|Greetings. Who might you be?{***}
dlga_i_am_ulthidir_0:ulthidir_talk|Me? I am Ulthidir, a minor noble of the Elintoran Nation. What is it you need?{***}
dlga_ulthidir_talk:ulthidir_info_0|I am {playername}. Can you tell me a bit more about yourself?{***}
dlga_ulthidir_info_0:ulthidir_info_1|I fought in the battle of Lille's Claw, a few years back, young {reg33?Lady:Squire}. We were fighting against a large army of the Tolranian bastards, and we held them off in the pass known as Lille's Claw. The foolish Kingsmen of the Tolranians had no shields, making them easy targets for our archers as we rained death upon our enemies. It was a good day, a day of victory and glory. I also avenged my father that day, who died in the War of the Woods. The damned Tolranians have grown too arrogant, and had forgotten how our bows can easily pierce their armor. Perhaps it is time for all of us to rally again, to drive the Tolranians entirely out of their lands. Many of us hope...{***}
dlga_ulthidir_info_1:close_window|I see. Very interesting. Goodbye.{***}
dlga_ulthidir_talk:ulthidir_task|Do you have any tasks for me?{***}
dlga_ulthidir_task:ulthidir_task_1|Now that you ask, yes. I am a minor noble, and I own a small amount of land near the Geldarin forests. A word of advice, friend. When offered an estate near Geldarin territory, politely decline. I chose to govern it, and now every single day I am plagued by the damn Geldarin Naphali. There has been one group, in specific, causing more trouble than the others.{***}
dlga_ulthidir_task_1:ulthidir_task_2|I'm guessing you want me to take care of them?{***}
dlga_ulthidir_task_2:ulthidir_task_3|Yes. However, these are not your ordinary group of Geldarin Naphali. They are led by one of their nobles, Kalrind. He has an infamous reputation for massacring Naphali and Humans alike. Beware of him, when you fight him. He will not be taken down easily. {***}
dlga_ulthidir_task_3:ulthidir_task_4|Where do I find him?{***}
dlga_ulthidir_task_4:close_window|You will find him in the Geldarin forests. Good luck, {playername}.{***}
dlga_ulthidir_task_3:close_window|Never mind, then. I have other things to attend to first.{***}
dlga_ulthidir_talk:close_window|Nothing. Farewell.{***}
dlga_start:fight2.1|Who are you?{***}
dlga_fight2:fight3.1|Me? I am {playername}, and I have come to kill you!{***}
dlga_fight3:close_window.1|Have you, now? Well, let's see about that!{***}
dlga_start:close_window.35|{s43}
dlga_start:thanks11|Ah, good for you to come. Now, you have done us a great service, defeating Kunika. I believe, before we move on to other affairs, that that will need to be addressed. Here is your reward.{***}
dlga_thanks11:thanks12|Thank you. Now, I have a question. Why were you following me?{***}
dlga_thanks12:thanks13|Well - no offense, but I could not trust you - a mercenary to fight Kunika. I wanted to see what would happen once you fought him.{***}
dlga_thanks13:thanks14|So I was simply bait?{***}
dlga_thanks14:thanks15|Yes, unfortunately. However, I trust you now, and all the dragon priests are grateful for you. I have a request, if I may.{***}
dlga_thanks15:thanks16|What is it?{***}
dlga_thanks16:thanks17|I would like to join your party as a companion. My life has been terrible here, as a dragon priest, and I want to take a long break and explore the world. Will you take me?{***}
dlga_thanks17:companion_khivachis|Of course! Pack your belongings, then, if you are joining, and meet me outside the town walls. I am honored by your offer.{***}
dlga_thanks17:close_window|No, I'm sorry. I cannot take you. Goodbye.{***}
dlga_companion_khivachis:close_window|Thank you, {playername}. I shall prepare at once.{***}
dlga_start:close_window.36|Obrigado pela ajuda, {milorde/milady}. Salvou {reg1?nossas vidas:minha vida}.
dlga_start:kill_kunika|{playername}, my scouts have discovered the location of the leader of the Sectarian Priests, Kunika. They say he is somewhere near Reichberg. I want your final task to be to find him and defeat him.{***}
dlga_kill_kunika:kill_kunika21|Hmm. That is a lot to ask for. He will undoubtably be strong and have a huge army. How much will I be paid?{***}
dlga_kill_kunika21:kunika32|You will be paid 15,000 aurums and you will forever have the gratitude of the Priests of the Dragon. I shall also reward you with a Wyvern mount.{***}
dlga_kunika32:kunika212|I shall do it.{***}
dlga_kunika212:close_window|Good luck, {playername}.{***}
dlga_kunika32:close_window|I will need time to prepare for this.{***}
dlga_start:skunika|You have been causing much grief to us, fool. You have no idea who you are messing with.{***}
dlga_skunika:skunika12|I'm guessing you are Kunika? How stupid of you to come to me when I was looking for you!{***}
dlga_skunika12:close_window|I will crush you and end your little life. We will become the new Dragon order.{***}
dlga_start:task_hunt_secretarians|Hello again, {playername}. I assume you have come back to hear your next task?{***}
dlga_task_hunt_secretarians:task_hunt_secretarians1|Yes.{***}
dlga_task_hunt_secretarians:close_window|No, I'm a bit busy right now.{***}
dlga_task_hunt_secretarians1:task_hunt_secretarians2|Very well. My scouts have reported that the Sectarians are amassing in large numbers, and they have been sending scouts near Drachen lands. I would like you to hunt them down. I will pay you 1500 aurums for each group you destroy, and come back once you have defeated at least five groups.{***}
dlga_task_hunt_secretarians2:task_hunt_secretarians3|I will begin immediately.{***}
dlga_task_hunt_secretarians3:close_window|Good luck.{***}
dlga_start:priestess_talk|Yes? Have you made progress?{***}
dlga_priestess_talk:close_window|Not yet. Goodbye.{***}
dlga_priestess_talk:secretarian_payment|I have hunted down some Sectarian Scouts.{***}
dlga_secretarian_payment:secretarian_payment_2|Yes, my scouts have informed me.     The reward is 1500 aurums for every Sectarian party. Here is your money, as promised.{***}
dlga_secretarian_payment_3:secretarian_reward|You certainly deserved your pay. Most of the Sectarian scouting parties have been dealt with and now they won't be getting so many intelligence reports. They will not anticipate us now.  You have done an excellent job.{***}
dlga_secretarian_reward:secretarian_reward_2|Thank you. Is there any other job for me?{***}
dlga_secretarian_reward_2:close_window|Yes, I will have a job for you later.{***}
dlga_secretarian_payment_3:close_window|Continue hunting them, {playername}. Good luck.{***}
dlga_secretarian_payment_2:secretarian_payment_3|Thank you.{***}
dlga_start:close_window.37|Obrigado pela ajuda, {milorde/milady}. As coisas realmente pareciam ruins para nós... mas então você chegou e mudou tudo.
dlga_start:priestess_succeeded|I have succeeded in escorting the wyverns to Voldeberg.{***}
dlga_priestess_succeeded:priestess_succeeded1|That is good to hear! One of my contacts in Voldeberg told me about you success. You didn't happen to be attacked by any Sectarian priests, did you?{***}
dlga_priestess_succeeded1:priestess_succeeded2|Actually, we were ambushed by them. We fought them off, however. {***}
dlga_priestess_succeeded2:priestess_succeeded3|The Sectarian priests are growing stronger by the day. I fear they may do something drastic soon.{***}
dlga_priestess_succeeded3:priestess_succeeded4|Is there anything else I can do to help you fight them.{***}
dlga_priestess_succeeded4:close_window|I will have a job for you later so come back once you are ready.{***}
dlga_start:priestess_failed|I have failed. I'm sorry.{***}
dlga_priestess_failed:close_window|I am disappointed. I thought better of you, {playername}, but apparently you cannot be trusted.{***}
dlga_start:close_window.38|Obrigado pela ajuda, {senhor/senhora}. Foi sorte tê-l{o/a} por perto.
dlga_start:priestess_1|Who are you, fool? Why have you come to me without kneeling?{***}
dlga_priestess_1:priestess_2|I am {playername}. My apologies, my Lady, I am unaware of your customs. If I may ask, who are you?{***}
dlga_priestess_2:priestess_3|Very well. I am Khivachis, one of the three High Priestesses of the Dragon in the Reich des Drachen. High Drachen Priestess Amara is my twin sister. My question still stands. Why have you come to me? {***}
dlga_priestess_3:priestess_4|My Lady, I have come seeking adventure. Might you have a task for me?{***}
dlga_priestess_3:close_window|I don't know. Goodbye.{***}
dlga_priestess_1:close_window|Someone unimportant. Goodbye.{***}
dlga_priestess_4:priestess_quest_1|A task? Why, yes. I was just thinking about this earlier. I need a capable band of mercenaries to escort a group of my Wyvern Riders to {s8}. They are on a mission to deliver a letter to the Baron there, and they must reach their destination. Could you possibly lend a hand on this?{***}
dlga_priestess_quest_1:priestess_quest_2|Sure. But I have some questions. First, why are you trusting me to such an important task already, and second, can't the Wyvern Riders defend themselves? I have heard they are fearsome fighters, along with their mounts.{***}
dlga_priestess_quest_2:priestess_quest_3|Why am I trusting you? Well, you don't look like a spy or someone who is working for our enemies, and know that I can summon the wrath of the entire Reich and all of our dragons and dragon riders to destroy you. The Wyvern Riders can defend themselves well enough, but ... recently we have heard reports that our enemies, the Sectarian Dragon Priests, are getting stronger. We can't risk losing valuable wyverns to them.{***}
dlga_priestess_quest_3:priestess_quest_4|Very well. I will escort them for you.{***}
dlga_priestess_quest_3:close_window|Never mind. I am too busy right now. Sorry!{***}
dlga_priestess_quest_4:close_window|Perfect. The Wyvern riders will wait outside the town for you.{***}
dlga_priestess_quest_4:close_window.1|I am afraid I don't have that many soldiers with me.{***}
dlga_priestess_quest_4:close_window.2|Sorry. I can't do that right now{***}
dlga_start:close_window.39|Vou fazer como você disse.
dlga_start:close_window.40|Vou fazer como você disse.
dlga_start:wyvern_riders_intro_1|Greetings. You must be our escort, right?{***}
dlga_wyvern_riders_intro_1:wyvern_riders_intro_2|Yes. My name is {playername}. I will lead you to {s1}.{***}
dlga_wyvern_riders_intro_2:escort_wyverns_talk|Well, It is good to know we won't travel alone. What do you want us to do now?{***}
dlga_start:escort_wyverns_talk|Eh. We've made it this far... What do you want us to do?{***}
dlga_escort_wyverns_talk:wyvern_riders_follow_lead|You follow my lead. I'll take you through a safe route.{***}
